Frame No,Object Name and Class,Object Count
47,"Regulator (14); 3"" Nipple (7); Bushing (15); Elbow (0); Elbow (0)",5
48,"Regulator (14); Bushing (15); 3"" Nipple (7); Elbow (0); Elbow (0)",5
49,"Regulator (14); 3"" Nipple (7); Bushing (15); Elbow (0); Elbow (0)",5
50,"Regulator (14); 3"" Nipple (7); Bushing (15); Elbow (0); Elbow (0); Bushing (15)",6
51,"Regulator (14); 3"" Nipple (7); Bushing (15); Elbow (0); Bushing (15); Elbow (0)",6
52,"Regulator (14); Bushing (15); 3"" Nipple (7); Elbow (0); Bushing (15); Elbow (0)",6
53,"Regulator (14); Bushing (15); 3"" Nipple (7); Elbow (0); Bushing (15)",5
54,"Regulator (14); Bushing (15); 3"" Nipple (7); Bushing (15); Elbow (0)",5
55,"Regulator (14); Bushing (15); 3"" Nipple (7); Bushing (15); Elbow (0)",5
56,"Regulator (14); Bushing (15); 3"" Nipple (7); Bushing (15); Elbow (0)",5
57,"Regulator (14); Bushing (15); 3"" Nipple (7); Bushing (15); Elbow (0)",5
58,"Regulator (14); Bushing (15); 3"" Nipple (7); Bushing (15); Elbow (0)",5
59,"Regulator (14); Bushing (15); 3"" Nipple (7); Bushing (15); Elbow (0)",5
60,"Regulator (14); Bushing (15); 3"" Nipple (7); Bushing (15); Elbow (0)",5
61,"Regulator (14); Bushing (15); 3"" Nipple (7); Bushing (15); Elbow (0)",5
62,"Regulator (14); Bushing (15); 3"" Nipple (7); Bushing (15); Elbow (0)",5
63,"Regulator (14); Bushing (15); 3"" Nipple (7); Bushing (15); Elbow (0)",5
64,"Regulator (14); Bushing (15); 3"" Nipple (7); Bushing (15); Elbow (0)",5
65,"Regulator (14); Bushing (15); 3"" Nipple (7); Bushing (15); Elbow (0)",5
66,"Regulator (14); Bushing (15); 3"" Nipple (7); Bushing (15); Elbow (0)",5
67,"Regulator (14); Bushing (15); 3"" Nipple (7); Bushing (15); Elbow (0)",5
68,"Regulator (14); Bushing (15); 3"" Nipple (7); Bushing (15); Elbow (0)",5
69,"Regulator (14); Bushing (15); 3"" Nipple (7); Bushing (15); Elbow (0)",5
70,"Regulator (14); Bushing (15); 3"" Nipple (7); Bushing (15); Elbow (0); MS Clamp (10)",6
71,"Regulator (14); Bushing (15); 3"" Nipple (7); Bushing (15); Elbow (0); MS Clamp (10)",6
72,"Regulator (14); Bushing (15); 3"" Nipple (7); Bushing (15); Elbow (0); MS Clamp (10)",6
73,"Regulator (14); Bushing (15); 3"" Nipple (7); Elbow (0); Bushing (15); MS Clamp (10); Elbow (0)",7
74,"Regulator (14); Bushing (15); 3"" Nipple (7); Elbow (0); Bushing (15); Elbow (0)",6
75,"Regulator (14); Bushing (15); 3"" Nipple (7); Elbow (0); Bushing (15); Elbow (0)",6
76,"Regulator (14); Bushing (15); 3"" Nipple (7); Elbow (0); Elbow (0); Bushing (15); MS Clamp (10)",7
77,"Regulator (14); Bushing (15); 3"" Nipple (7); Elbow (0); Elbow (0); MS Clamp (10)",6
78,"Regulator (14); Bushing (15); 3"" Nipple (7); Elbow (0); Elbow (0); MS Clamp (10)",6
79,"Bushing (15); Regulator (14); 3"" Nipple (7); Elbow (0); Elbow (0); MS Clamp (10)",6
80,"Regulator (14); Bushing (15); 3"" Nipple (7); Elbow (0); Elbow (0); MS Clamp (10)",6
81,"3"" Nipple (7); Bushing (15); Regulator (14); Elbow (0); MS Clamp (10); Elbow (0)",6
82,"Bushing (15); 3"" Nipple (7); Regulator (14); Elbow (0); MS Clamp (10); Elbow (0)",6
83,"Bushing (15); 3"" Nipple (7); Regulator (14); Elbow (0); MS Clamp (10); Elbow (0)",6
84,"Bushing (15); 3"" Nipple (7); Regulator (14); Elbow (0); MS Clamp (10); Elbow (0)",6
85,"Bushing (15); 3"" Nipple (7); Regulator (14); Elbow (0); MS Clamp (10); Elbow (0)",6
86,"Bushing (15); 3"" Nipple (7); Regulator (14); Elbow (0); MS Clamp (10); Elbow (0)",6
87,"Bushing (15); 3"" Nipple (7); Regulator (14); MS Clamp (10); Elbow (0); Elbow (0)",6
88,"Bushing (15); 3"" Nipple (7); Regulator (14); Elbow (0); MS Clamp (10); Elbow (0)",6
89,"Bushing (15); 3"" Nipple (7); Regulator (14); Elbow (0); MS Clamp (10); Elbow (0)",6
90,"Bushing (15); 3"" Nipple (7); Regulator (14); Elbow (0); Elbow (0); MS Clamp (10); Regulator (14)",7
91,"Bushing (15); 3"" Nipple (7); Elbow (0); Regulator (14); Elbow (0); MS Clamp (10); Regulator (14)",7
92,"Bushing (15); 3"" Nipple (7); Elbow (0); MS Clamp (10); Elbow (0); Regulator (14); Regulator (14); Vertical Pipe (20)",8
93,"Bushing (15); 3"" Nipple (7); Regulator (14); Elbow (0); MS Clamp (10); Elbow (0); Regulator (14); B. Hex (5); Vertical Pipe (20)",9
94,"Bushing (15); 3"" Nipple (7); Regulator (14); Elbow (0); MS Clamp (10); Elbow (0); B. Hex (5); Regulator (14); Vertical Pipe (20)",9
95,"Bushing (15); Regulator (14); 3"" Nipple (7); Elbow (0); MS Clamp (10); Elbow (0); B. Hex (5); Vertical Pipe (20); Regulator (14)",9
96,"Bushing (15); Regulator (14); 3"" Nipple (7); Elbow (0); MS Clamp (10); Elbow (0); B. Hex (5); Vertical Pipe (20); Regulator (14)",9
97,"Bushing (15); Regulator (14); 3"" Nipple (7); MS Clamp (10); Elbow (0); Elbow (0); B. Hex (5); Vertical Pipe (20)",8
98,"Bushing (15); Regulator (14); 3"" Nipple (7); MS Clamp (10); Elbow (0); Elbow (0); B. Hex (5); Vertical Pipe (20)",8
99,"Regulator (14); Bushing (15); 3"" Nipple (7); Elbow (0); MS Clamp (10); Elbow (0); B. Hex (5)",7
100,"Regulator (14); Bushing (15); 3"" Nipple (7); MS Clamp (10); Elbow (0); Elbow (0)",6
101,"Regulator (14); Bushing (15); 3"" Nipple (7); Elbow (0); MS Clamp (10); Elbow (0)",6
102,"Bushing (15); Regulator (14); 3"" Nipple (7); Elbow (0); MS Clamp (10); Elbow (0); B. Hex (5)",7
103,"Bushing (15); Regulator (14); 3"" Nipple (7); Elbow (0); MS Clamp (10); Elbow (0)",6
104,"Bushing (15); Regulator (14); 3"" Nipple (7); MS Clamp (10); Elbow (0); Elbow (0); B. Hex (5)",7
105,"Bushing (15); Regulator (14); 3"" Nipple (7); Elbow (0); Elbow (0); MS Clamp (10); B. Hex (5)",7
106,"Bushing (15); Regulator (14); 3"" Nipple (7); Elbow (0); Elbow (0); MS Clamp (10)",6
107,"Bushing (15); Regulator (14); 3"" Nipple (7); Elbow (0); Elbow (0); MS Clamp (10)",6
108,"Bushing (15); Regulator (14); 3"" Nipple (7); Elbow (0); Elbow (0)",5
109,"Bushing (15); Regulator (14); 3"" Nipple (7); Elbow (0); Elbow (0)",5
110,"Bushing (15); Regulator (14); 3"" Nipple (7); Elbow (0); Elbow (0)",5
111,"Bushing (15); Regulator (14); 3"" Nipple (7); Elbow (0); Elbow (0)",5
112,"Bushing (15); Regulator (14); 3"" Nipple (7); Elbow (0); Elbow (0)",5
113,"Bushing (15); Regulator (14); 3"" Nipple (7); Elbow (0); Elbow (0)",5
114,"Bushing (15); Regulator (14); 3"" Nipple (7); Elbow (0); Elbow (0)",5
115,"Bushing (15); Regulator (14); 3"" Nipple (7); Elbow (0); Elbow (0)",5
116,"Bushing (15); Regulator (14); 3"" Nipple (7); Elbow (0); Elbow (0); Regulator (14)",6
117,"Bushing (15); Regulator (14); 3"" Nipple (7); Elbow (0); Elbow (0); Regulator (14)",6
118,"Bushing (15); 3"" Nipple (7); Regulator (14); Elbow (0); Elbow (0); Regulator (14)",6
119,"Bushing (15); 3"" Nipple (7); Elbow (0); Regulator (14); Elbow (0); Regulator (14)",6
120,"Bushing (15); 3"" Nipple (7); Elbow (0); Regulator (14); Regulator (14); Elbow (0)",6
121,"Bushing (15); 3"" Nipple (7); Regulator (14); Elbow (0); Elbow (0); Regulator (14)",6
122,"Bushing (15); 3"" Nipple (7); Regulator (14); Elbow (0); Elbow (0); Regulator (14)",6
123,"3"" Nipple (7); Bushing (15); Regulator (14); Elbow (0); Elbow (0)",5
124,"Bushing (15); 3"" Nipple (7); Regulator (14); Elbow (0); Elbow (0)",5
125,"Bushing (15); 3"" Nipple (7); Regulator (14); Elbow (0); Elbow (0)",5
126,"Bushing (15); 3"" Nipple (7); Regulator (14); Elbow (0); Elbow (0)",5
127,"3"" Nipple (7); Bushing (15); Regulator (14); Elbow (0); Elbow (0)",5
128,"3"" Nipple (7); Regulator (14); Bushing (15); Elbow (0); Elbow (0)",5
129,"3"" Nipple (7); Regulator (14); Bushing (15); Elbow (0); Elbow (0)",5
130,"3"" Nipple (7); Bushing (15); Regulator (14); Elbow (0); Elbow (0)",5
131,"3"" Nipple (7); Bushing (15); Regulator (14); Elbow (0); Elbow (0)",5
132,"Bushing (15); 3"" Nipple (7); Regulator (14); Elbow (0); Elbow (0)",5
133,"Bushing (15); 3"" Nipple (7); Regulator (14); Elbow (0); Elbow (0)",5
134,"Bushing (15); 3"" Nipple (7); Regulator (14); Elbow (0); Elbow (0)",5
135,"Bushing (15); 3"" Nipple (7); Regulator (14); Elbow (0); Elbow (0)",5
136,"Bushing (15); 3"" Nipple (7); Regulator (14); Elbow (0); Elbow (0)",5
137,"Bushing (15); 3"" Nipple (7); Regulator (14); Elbow (0); Elbow (0)",5
138,"Bushing (15); 3"" Nipple (7); Regulator (14); Elbow (0); Elbow (0)",5
139,"Bushing (15); 3"" Nipple (7); Regulator (14); Elbow (0); Elbow (0)",5
140,"Bushing (15); 3"" Nipple (7); Regulator (14); Elbow (0); Elbow (0)",5
141,"Bushing (15); 3"" Nipple (7); Regulator (14); Elbow (0); Elbow (0)",5
142,"Bushing (15); 3"" Nipple (7); Regulator (14); Elbow (0); Elbow (0)",5
143,"Bushing (15); 3"" Nipple (7); Regulator (14); Elbow (0); Elbow (0)",5
144,"Bushing (15); 3"" Nipple (7); Elbow (0); Regulator (14); Elbow (0)",5
145,"Bushing (15); 3"" Nipple (7); Elbow (0); Elbow (0); Regulator (14)",5
146,"Bushing (15); 3"" Nipple (7); Elbow (0); Elbow (0); Regulator (14)",5
147,"Bushing (15); 3"" Nipple (7); Elbow (0); Elbow (0); Regulator (14)",5
148,"Bushing (15); 3"" Nipple (7); Elbow (0); Elbow (0); Regulator (14)",5
149,"Bushing (15); 3"" Nipple (7); Elbow (0); Elbow (0); Regulator (14)",5
150,"Bushing (15); 3"" Nipple (7); Elbow (0); Elbow (0); Regulator (14)",5
151,"Bushing (15); 3"" Nipple (7); Elbow (0); Elbow (0)",4
152,"Bushing (15); 3"" Nipple (7); Elbow (0); Elbow (0)",4
153,"Bushing (15); 3"" Nipple (7); Elbow (0); Elbow (0)",4
154,"Bushing (15); 3"" Nipple (7); Elbow (0); Elbow (0)",4
155,"Bushing (15); 3"" Nipple (7); Elbow (0); Elbow (0)",4
156,"Bushing (15); 3"" Nipple (7); Elbow (0); Elbow (0)",4
157,"Bushing (15); 3"" Nipple (7); Elbow (0); Elbow (0)",4
158,"Bushing (15); 3"" Nipple (7); Elbow (0); Elbow (0)",4
159,"Bushing (15); 3"" Nipple (7); Elbow (0); Elbow (0)",4
160,"Bushing (15); 3"" Nipple (7); Elbow (0); Elbow (0)",4
161,"Bushing (15); 3"" Nipple (7); Elbow (0); Elbow (0)",4
162,"3"" Nipple (7); Bushing (15); Elbow (0); Elbow (0)",4
163,"3"" Nipple (7); Elbow (0); Bushing (15); Elbow (0)",4
164,"3"" Nipple (7); Elbow (0); Bushing (15); Elbow (0)",4
165,"3"" Nipple (7); Elbow (0); Bushing (15)",3
166,"3"" Nipple (7); Elbow (0); Bushing (15)",3
167,"3"" Nipple (7); Elbow (0); Bushing (15)",3
168,"3"" Nipple (7); Elbow (0)",2
169,"3"" Nipple (7); Elbow (0)",2
170,"3"" Nipple (7); Elbow (0)",2
171,"3"" Nipple (7); Elbow (0)",2
172,"3"" Nipple (7); Elbow (0)",2
173,"3"" Nipple (7); Elbow (0)",2
174,"3"" Nipple (7); Elbow (0)",2
175,"3"" Nipple (7); Elbow (0)",2
176,"3"" Nipple (7); Elbow (0)",2
177,"3"" Nipple (7); Elbow (0)",2
178,"3"" Nipple (7); Elbow (0)",2
179,"3"" Nipple (7); Elbow (0)",2
180,"3"" Nipple (7); Elbow (0)",2
181,"3"" Nipple (7); Elbow (0)",2
182,"3"" Nipple (7); Elbow (0)",2
183,"3"" Nipple (7); Elbow (0)",2
184,"3"" Nipple (7); Elbow (0)",2
185,"Elbow (0); 3"" Nipple (7); MS Clamp (10)",3
186,"Elbow (0); 3"" Nipple (7)",2
187,"Elbow (0); 3"" Nipple (7)",2
188,Elbow (0); MS Clamp (10),2
189,Elbow (0),1
190,Elbow (0),1
191,Elbow (0),1
192,Elbow (0),1
193,Elbow (0),1
194,Elbow (0),1
195,Elbow (0),1
196,Elbow (0),1
197,Elbow (0),1
198,Elbow (0),1
199,Elbow (0),1
200,Elbow (0),1
201,Elbow (0),1
202,Elbow (0),1
203,Elbow (0),1
204,Elbow (0),1
205,Elbow (0),1
206,Elbow (0); MS Clamp (10),2
207,Elbow (0); MS Clamp (10),2
208,"Elbow (0); 3"" Nipple (7); MS Clamp (10)",3
209,"3"" Nipple (7); Elbow (0); MS Clamp (10)",3
210,"3"" Nipple (7); Elbow (0); MS Clamp (10)",3
211,"3"" Nipple (7); Elbow (0); MS Clamp (10)",3
212,"3"" Nipple (7); Elbow (0); MS Clamp (10)",3
213,"3"" Nipple (7); Elbow (0); MS Clamp (10)",3
214,"3"" Nipple (7); Elbow (0); MS Clamp (10)",3
215,"3"" Nipple (7); Elbow (0); MS Clamp (10)",3
216,"3"" Nipple (7); Elbow (0); MS Clamp (10)",3
217,"3"" Nipple (7); Elbow (0); MS Clamp (10)",3
218,"3"" Nipple (7); Elbow (0); MS Clamp (10)",3
219,"3"" Nipple (7); Elbow (0); MS Clamp (10)",3
220,"3"" Nipple (7); Elbow (0); MS Clamp (10)",3
221,"3"" Nipple (7); Elbow (0); MS Clamp (10)",3
222,"3"" Nipple (7); Elbow (0); MS Clamp (10)",3
223,"3"" Nipple (7); Elbow (0); MS Clamp (10)",3
224,"3"" Nipple (7); Elbow (0); MS Clamp (10)",3
225,"3"" Nipple (7); Elbow (0); MS Clamp (10)",3
226,"3"" Nipple (7); Elbow (0); MS Clamp (10)",3
227,"3"" Nipple (7); Elbow (0); MS Clamp (10)",3
228,"3"" Nipple (7); Elbow (0); MS Clamp (10)",3
229,"3"" Nipple (7); Elbow (0); MS Clamp (10)",3
230,"3"" Nipple (7); Elbow (0); MS Clamp (10)",3
231,"3"" Nipple (7); Elbow (0); Bushing (15); MS Clamp (10)",4
232,"3"" Nipple (7); Bushing (15); Elbow (0); MS Clamp (10)",4
233,"3"" Nipple (7); Bushing (15); Elbow (0); MS Clamp (10)",4
234,"3"" Nipple (7); Bushing (15); Elbow (0); MS Clamp (10)",4
235,"3"" Nipple (7); Bushing (15); Elbow (0); MS Clamp (10)",4
236,"Bushing (15); 3"" Nipple (7); Elbow (0); MS Clamp (10)",4
237,"Bushing (15); 3"" Nipple (7); Elbow (0); MS Clamp (10)",4
238,"Bushing (15); 3"" Nipple (7); Elbow (0); MS Clamp (10)",4
239,"Bushing (15); 3"" Nipple (7); Elbow (0); MS Clamp (10); Elbow (0)",5
240,"Bushing (15); 3"" Nipple (7); Elbow (0); Elbow (0); MS Clamp (10)",5
241,"Bushing (15); 3"" Nipple (7); Elbow (0); Elbow (0); MS Clamp (10)",5
242,"Bushing (15); 3"" Nipple (7); Elbow (0); Elbow (0); MS Clamp (10)",5
243,"Bushing (15); 3"" Nipple (7); Elbow (0); Elbow (0); MS Clamp (10)",5
244,"Bushing (15); 3"" Nipple (7); Elbow (0); Elbow (0); MS Clamp (10)",5
245,"Bushing (15); Elbow (0); 3"" Nipple (7); Elbow (0); MS Clamp (10)",5
246,"Bushing (15); 3"" Nipple (7); Elbow (0); Elbow (0); MS Clamp (10)",5
247,"Bushing (15); 3"" Nipple (7); Elbow (0); Elbow (0); MS Clamp (10)",5
248,"Bushing (15); 3"" Nipple (7); Elbow (0); Elbow (0); MS Clamp (10)",5
249,"Bushing (15); 3"" Nipple (7); Elbow (0); Elbow (0); MS Clamp (10)",5
250,"Elbow (0); Bushing (15); 3"" Nipple (7); Elbow (0); MS Clamp (10)",5
251,"Elbow (0); 3"" Nipple (7); Bushing (15); Elbow (0); MS Clamp (10)",5
252,"Elbow (0); Bushing (15); 3"" Nipple (7); Elbow (0); MS Clamp (10)",5
253,"Elbow (0); Bushing (15); 3"" Nipple (7); Elbow (0); MS Clamp (10)",5
254,"Elbow (0); Bushing (15); 3"" Nipple (7); Elbow (0); MS Clamp (10)",5
255,"Elbow (0); Bushing (15); 3"" Nipple (7); Elbow (0); MS Clamp (10)",5
256,"Bushing (15); Elbow (0); 3"" Nipple (7); Elbow (0); MS Clamp (10)",5
257,"Elbow (0); Bushing (15); 3"" Nipple (7); Elbow (0); MS Clamp (10)",5
258,"Elbow (0); Bushing (15); 3"" Nipple (7); Elbow (0); MS Clamp (10)",5
259,"Elbow (0); Bushing (15); 3"" Nipple (7); Elbow (0); MS Clamp (10)",5
260,"3"" Nipple (7); Bushing (15); Elbow (0); Elbow (0); MS Clamp (10)",6
261,"3"" Nipple (7); Bushing (15); Elbow (0); Elbow (0); MS Clamp (10)",6
262,"Bushing (15); 3"" Nipple (7); Elbow (0); Elbow (0); MS Clamp (10)",6
263,"Bushing (15); 3"" Nipple (7); Elbow (0); Elbow (0); MS Clamp (10)",6
264,"Bushing (15); 3"" Nipple (7); Elbow (0); Elbow (0); MS Clamp (10)",6
265,"Bushing (15); 3"" Nipple (7); Elbow (0); Elbow (0); MS Clamp (10)",6
266,"3"" Nipple (7); Bushing (15); Elbow (0); Elbow (0); MS Clamp (10)",6
267,"3"" Nipple (7); Bushing (15); Elbow (0); Elbow (0); MS Clamp (10)",6
268,"3"" Nipple (7); Bushing (15); Elbow (0); Elbow (0); MS Clamp (10)",5
269,"3"" Nipple (7); Bushing (15); Elbow (0); Elbow (0); MS Clamp (10)",5
270,"Bushing (15); 3"" Nipple (7); Elbow (0); Elbow (0); MS Clamp (10)",5
271,"3"" Nipple (7); Bushing (15); Elbow (0); Elbow (0)",4
272,"3"" Nipple (7); Bushing (15); Elbow (0); Elbow (0); MS Clamp (10)",5
273,"3"" Nipple (7); Bushing (15); Elbow (0); Elbow (0)",4
274,"3"" Nipple (7); Bushing (15); Elbow (0); Elbow (0); MS Clamp (10)",5
275,"3"" Nipple (7); Bushing (15); Elbow (0); Elbow (0); MS Clamp (10)",5
276,"3"" Nipple (7); Bushing (15); Elbow (0); MS Clamp (10)",4
277,"3"" Nipple (7); Elbow (0); Bushing (15); MS Clamp (10)",4
278,"3"" Nipple (7); Elbow (0); Bushing (15)",3
279,"3"" Nipple (7); Elbow (0); Bushing (15); MS Clamp (10)",4
280,"3"" Nipple (7); Bushing (15); Elbow (0)",3
281,"Bushing (15); 3"" Nipple (7); Elbow (0); MS Clamp (10)",4
282,"Bushing (15); 3"" Nipple (7); Elbow (0); MS Clamp (10)",4
283,"Bushing (15); 3"" Nipple (7); Elbow (0); MS Clamp (10)",4
284,"3"" Nipple (7); Elbow (0); Bushing (15); MS Clamp (10)",4
285,"Bushing (15); 3"" Nipple (7); MS Clamp (10)",3
286,"Bushing (15); 3"" Nipple (7); Elbow (0)",3
287,"Elbow (0); 3"" Nipple (7)",2
288,Elbow (0),1
289,,0
290,,0
291,,0
292,,0
293,,0
294,,0
295,,0
296,,0
297,,0
298,,0
299,,0
300,,0
301,,0
302,,0
303,,0
304,,0
305,,0
306,,0
307,,0
308,,0
309,,0
310,,0
311,,0
312,,0
313,,0
314,,0
315,,0
316,,0
317,,0
318,,0
319,,0
320,,0
321,,0
322,,0
323,,0
324,,0
325,,0
326,,0
327,,0
328,,0
329,,0
330,,0
331,,0
332,,0
333,,0
334,,0
335,,0
336,,0
337,,0
338,,0
339,,0
340,,0
341,,0
342,,0
343,,0
344,,0
345,,0
346,,0
347,,0
348,,0
349,,0
350,,0
351,,0
352,,0
353,,0
354,,0
355,,0
356,,0
357,,0
358,,0
359,,0
360,,0
361,,0
362,,0
363,,0
364,,0
365,,0
366,,0
367,,0
368,,0
369,,0
370,,0
371,,0
372,,0
373,,0
374,,0
375,,0
376,,0
377,,0
378,,0
379,,0
380,,0
381,,0
382,,0
383,,0
384,,0
385,,0
386,,0
387,,0
388,,0
389,,0
390,,0
391,,0
392,,0
393,,0
394,,0
395,,0
396,,0
397,,0
398,,0
399,,0
400,,0
401,,0
402,,0
403,,0
404,,0
405,,0
406,,0
407,,0
408,,0
409,,0
410,,0
411,,0
412,,0
413,,0
414,,0
415,,0
416,,0
417,,0
418,,0
419,,0
420,,0
421,,0
422,,0
423,,0
424,,0
425,,0
426,,0
427,,0
428,,0
429,,0
430,,0
431,,0
432,,0
433,,0
434,,0
435,,0
436,,0
437,,0
438,,0
439,,0
440,,0
441,,0
442,,0
443,,0
444,MS Clamp (10),1
445,MS Clamp (10),1
446,MS Clamp (10),1
447,MS Clamp (10),2
448,MS Clamp (10),2
449,MS Clamp (10),2
450,MS Clamp (10),2
451,MS Clamp (10),2
452,MS Clamp (10),2
453,MS Clamp (10),2
454,MS Clamp (10),1
455,,0
456,MS Clamp (10),1
457,MS Clamp (10),1
458,MS Clamp (10),1
459,MS Clamp (10),1
460,MS Clamp (10),1
461,MS Clamp (10),1
462,MS Clamp (10),1
463,MS Clamp (10),1
464,MS Clamp (10),1
465,MS Clamp (10),1
466,MS Clamp (10),1
467,MS Clamp (10),1
468,MS Clamp (10),1
469,MS Clamp (10),1
470,MS Clamp (10),1
471,MS Clamp (10),1
472,MS Clamp (10),1
473,MS Clamp (10),1
474,MS Clamp (10),1
475,MS Clamp (10),1
476,MS Clamp (10),1
477,MS Clamp (10),1
478,MS Clamp (10),1
479,MS Clamp (10),1
480,MS Clamp (10),1
481,MS Clamp (10),1
482,MS Clamp (10),1
483,MS Clamp (10),1
484,MS Clamp (10); Vertical Pipe (20),2
485,MS Clamp (10); Vertical Pipe (20),2
486,MS Clamp (10),1
487,MS Clamp (10),1
488,MS Clamp (10),1
489,MS Clamp (10),1
490,MS Clamp (10),1
491,MS Clamp (10),1
492,MS Clamp (10); Vertical Pipe (20),2
493,MS Clamp (10); Vertical Pipe (20),2
494,MS Clamp (10); Vertical Pipe (20),2
495,MS Clamp (10); Vertical Pipe (20),3
496,MS Clamp (10); Vertical Pipe (20),3
497,MS Clamp (10); Vertical Pipe (20),3
498,MS Clamp (10); Vertical Pipe (20),3
499,MS Clamp (10); Vertical Pipe (20),3
500,MS Clamp (10); Vertical Pipe (20),2
501,MS Clamp (10); Vertical Pipe (20),2
502,MS Clamp (10); Vertical Pipe (20),2
503,MS Clamp (10); Vertical Pipe (20),2
504,MS Clamp (10); Vertical Pipe (20),2
505,MS Clamp (10); Vertical Pipe (20),2
506,MS Clamp (10),1
507,MS Clamp (10); Vertical Pipe (20),2
508,MS Clamp (10); Vertical Pipe (20),2
509,MS Clamp (10); Vertical Pipe (20),2
510,MS Clamp (10); Vertical Pipe (20),2
511,MS Clamp (10); Vertical Pipe (20),2
