Frame No,Object Name and Class,Object Count
121,0 (0); 0 (0),2
122,0 (0); 0 (0),2
123,0 (0); 0 (0),2
124,0 (0); 0 (0),2
125,0 (0); 0 (0),2
126,0 (0); 0 (0),2
127,0 (0); 0 (0),2
128,0 (0); 0 (0),2
129,0 (0); 0 (0),2
130,0 (0); 0 (0),2
131,0 (0); 0 (0),2
132,0 (0),1
133,0 (0),1
134,0 (0),1
135,0 (0); 0 (0),2
136,0 (0); 0 (0),2
137,0 (0); 0 (0),2
138,0 (0); 0 (0),2
139,0 (0); 0 (0),2
140,0 (0); 0 (0),2
141,0 (0); 0 (0),2
142,0 (0); 0 (0),2
143,0 (0); 0 (0),2
144,0 (0); 0 (0),2
145,0 (0); 0 (0),2
146,0 (0); 0 (0),2
147,0 (0); 0 (0),2
148,0 (0); 0 (0),2
149,0 (0); 0 (0),2
150,0 (0); 0 (0),2
151,0 (0); 0 (0),2
152,0 (0); 0 (0),2
153,0 (0); 0 (0),2
154,0 (0); 0 (0),2
155,0 (0); 0 (0),2
156,0 (0); 0 (0),2
157,0 (0); 0 (0),2
158,0 (0); 0 (0),2
159,0 (0); 0 (0),2
160,0 (0); 0 (0),2
161,0 (0); 0 (0),2
162,0 (0); 0 (0),2
163,0 (0); 0 (0),2
164,0 (0); 0 (0),2
165,0 (0); 0 (0),2
166,0 (0); 0 (0),2
167,0 (0); 0 (0),2
168,0 (0); 0 (0),2
169,0 (0); 0 (0),2
170,0 (0); 0 (0),2
171,0 (0); 0 (0),2
172,0 (0); 0 (0),2
173,0 (0); 0 (0),2
174,0 (0); 0 (0),2
175,0 (0); 0 (0),2
176,0 (0); 0 (0),2
177,0 (0); 0 (0),2
178,0 (0); 0 (0),2
179,0 (0); 0 (0),2
180,0 (0); 0 (0),2
181,0 (0); 0 (0),2
182,0 (0); 0 (0),2
183,0 (0); 0 (0),2
184,0 (0); 0 (0),2
185,0 (0); 0 (0),2
186,0 (0); 0 (0),2
187,0 (0); 0 (0),2
188,0 (0); 0 (0),2
189,0 (0); 0 (0),2
190,0 (0); 0 (0),2
191,0 (0); 0 (0),2
192,0 (0); 0 (0),2
193,0 (0); 0 (0),2
194,0 (0); 0 (0),2
195,0 (0); 0 (0),2
196,0 (0); 0 (0),2
197,0 (0); 0 (0),2
198,0 (0); 0 (0),2
199,0 (0); 0 (0),2
200,0 (0); 0 (0),2
201,0 (0); 0 (0),2
202,0 (0); 0 (0),2
203,0 (0); 0 (0),2
204,0 (0); 0 (0),2
205,0 (0); 0 (0),2
206,0 (0); 0 (0),2
207,0 (0); 0 (0),2
208,0 (0); 0 (0),2
209,0 (0); 0 (0),2
210,0 (0); 0 (0),2
211,0 (0); 0 (0),2
212,0 (0); 0 (0),2
213,0 (0); 0 (0),2
214,0 (0); 0 (0),2
215,0 (0); 0 (0),2
216,0 (0); 0 (0),2
217,0 (0); 0 (0),2
218,0 (0); 0 (0),2
219,0 (0); 0 (0),2
220,0 (0); 0 (0),2
221,0 (0); 0 (0),2
222,0 (0); 0 (0),2
223,0 (0); 0 (0),2
224,0 (0); 0 (0),2
225,0 (0); 0 (0),2
226,0 (0); 0 (0),2
227,0 (0); 0 (0),2
228,0 (0); 0 (0),2
229,0 (0); 0 (0),2
230,0 (0); 0 (0),2
231,0 (0); 0 (0),2
232,0 (0); 0 (0),2
233,0 (0); 0 (0),2
234,0 (0); 0 (0),2
235,0 (0); 0 (0),2
236,0 (0); 0 (0),2
237,0 (0); 0 (0),2
238,0 (0); 0 (0),2
239,0 (0); 0 (0),2
240,0 (0); 0 (0),2
241,0 (0); 0 (0),2
242,0 (0); 0 (0),2
243,0 (0); 0 (0),2
244,0 (0); 0 (0),2
245,0 (0),1
246,0 (0),1
247,0 (0); 0 (0),2
248,0 (0); 0 (0),2
249,0 (0); 0 (0),2
250,0 (0); 0 (0),2
251,0 (0); 0 (0),2
252,0 (0); 0 (0),2
253,0 (0); 0 (0),2
254,0 (0); 0 (0),2
255,0 (0); 0 (0),2
256,0 (0); 0 (0),2
257,0 (0); 0 (0),2
258,0 (0); 0 (0),2
259,0 (0); 0 (0),2
260,0 (0); 0 (0),2
261,0 (0); 0 (0),2
262,0 (0); 0 (0),2
263,0 (0); 0 (0),2
264,0 (0); 0 (0),2
265,0 (0); 0 (0),2
266,0 (0); 0 (0),2
267,0 (0); 0 (0),2
268,0 (0); 0 (0),2
269,0 (0); 0 (0),2
270,0 (0); 0 (0),2
271,0 (0); 0 (0),2
272,0 (0); 0 (0),2
273,0 (0); 0 (0),2
274,0 (0); 0 (0),2
275,0 (0); 0 (0),2
276,0 (0); 0 (0),2
277,0 (0); 0 (0),2
278,0 (0); 0 (0),2
279,0 (0); 0 (0),2
280,0 (0); 0 (0),2
281,0 (0); 0 (0),2
282,0 (0); 0 (0),2
283,0 (0); 0 (0),2
284,0 (0); 0 (0),2
285,0 (0); 0 (0),2
286,0 (0); 0 (0),2
287,0 (0); 0 (0),2
288,0 (0); 0 (0),2
289,0 (0); 0 (0),2
290,0 (0); 0 (0),2
291,0 (0); 0 (0),2
292,0 (0); 0 (0),2
293,0 (0); 0 (0),2
294,0 (0); 0 (0),2
295,0 (0); 0 (0),2
296,0 (0); 0 (0),2
297,0 (0); 0 (0),2
298,0 (0); 0 (0),2
299,0 (0); 0 (0),2
300,0 (0); 0 (0),2
301,0 (0); 0 (0),2
302,0 (0),1
303,0 (0),1
304,0 (0),1
305,0 (0),1
306,0 (0),1
307,0 (0); 0 (0),2
308,0 (0); 0 (0),2
309,0 (0); 0 (0),2
310,0 (0); 0 (0),2
311,0 (0); 0 (0),2
312,0 (0); 0 (0),2
313,0 (0); 0 (0),2
314,0 (0); 0 (0),2
315,0 (0); 0 (0),2
316,0 (0); 0 (0),2
317,0 (0); 0 (0),2
318,0 (0); 0 (0),2
319,0 (0); 0 (0),2
320,0 (0); 0 (0),2
321,0 (0); 0 (0),2
322,0 (0); 0 (0),2
323,0 (0); 0 (0),2
324,0 (0); 0 (0),2
325,0 (0); 0 (0),2
326,0 (0); 0 (0),2
327,0 (0); 0 (0),2
328,0 (0); 0 (0),2
329,0 (0); 0 (0),2
330,0 (0); 0 (0),2
331,0 (0); 0 (0),2
332,0 (0); 0 (0),2
333,0 (0); 0 (0),2
334,0 (0); 0 (0),2
335,0 (0); 0 (0),2
336,0 (0); 0 (0),2
337,0 (0); 0 (0),2
338,0 (0); 0 (0),2
339,0 (0); 0 (0),2
340,0 (0); 0 (0),2
341,0 (0); 0 (0),2
342,0 (0); 0 (0),2
343,0 (0); 0 (0),2
344,0 (0); 0 (0),2
345,0 (0); 0 (0),2
346,0 (0); 0 (0),2
347,0 (0); 0 (0),2
348,0 (0); 0 (0),2
349,0 (0); 0 (0),2
350,0 (0); 0 (0),2
351,0 (0); 0 (0),2
352,0 (0); 0 (0),2
353,0 (0); 0 (0),2
354,0 (0); 0 (0),2
355,0 (0); 0 (0),2
356,0 (0); 0 (0),2
357,0 (0),1
358,0 (0),1
359,0 (0),1
360,0 (0),1
361,0 (0),1
362,0 (0); 0 (0),2
363,0 (0); 0 (0),2
364,0 (0); 0 (0),2
365,0 (0); 0 (0),2
366,0 (0); 0 (0),2
367,0 (0); 0 (0),2
368,0 (0); 0 (0),2
369,0 (0); 0 (0),2
370,0 (0); 0 (0),2
371,0 (0); 0 (0),2
372,0 (0); 0 (0),2
373,0 (0); 0 (0),2
374,0 (0); 0 (0),2
375,0 (0); 0 (0),2
376,0 (0); 0 (0),2
377,0 (0); 0 (0),2
378,0 (0); 0 (0),2
379,0 (0); 0 (0),2
380,0 (0); 0 (0),2
381,0 (0); 0 (0),2
382,0 (0); 0 (0),2
383,0 (0); 0 (0),2
384,0 (0); 0 (0),2
385,0 (0); 0 (0),2
386,0 (0); 0 (0),2
387,0 (0); 0 (0),2
388,0 (0); 0 (0),2
389,0 (0); 0 (0),2
390,0 (0); 0 (0),2
391,0 (0); 0 (0),2
392,0 (0); 0 (0),2
393,0 (0); 0 (0),2
394,0 (0); 0 (0),2
395,0 (0); 0 (0),2
396,0 (0); 0 (0),2
397,0 (0); 0 (0),2
398,0 (0); 0 (0),2
399,0 (0); 0 (0),2
400,0 (0); 0 (0),2
401,0 (0); 0 (0),2
402,0 (0); 0 (0),2
403,0 (0); 0 (0),2
404,0 (0); 0 (0),2
405,0 (0); 0 (0),2
406,0 (0); 0 (0),2
407,0 (0); 0 (0),2
408,0 (0); 0 (0),2
409,0 (0); 0 (0),2
410,0 (0); 0 (0),2
411,0 (0); 0 (0),2
412,0 (0); 0 (0),2
413,0 (0); 0 (0),2
414,0 (0); 0 (0),2
415,0 (0); 0 (0),2
416,0 (0); 0 (0),2
417,0 (0),1
418,0 (0),1
419,0 (0),1
420,0 (0),1
421,0 (0),1
422,0 (0),1
423,0 (0),1
424,0 (0),1
425,0 (0),1
426,0 (0),1
427,0 (0),1
428,0 (0),1
429,0 (0),1
430,0 (0),1
431,0 (0),1
432,0 (0),1
433,0 (0),1
434,0 (0),1
435,0 (0),1
436,0 (0),1
437,0 (0),1
438,0 (0),1
439,0 (0),1
440,0 (0),1
441,0 (0),1
442,0 (0),1
443,0 (0),1
444,0 (0),1
445,0 (0),1
446,0 (0),1
447,0 (0),1
448,0 (0),1
449,0 (0),1
450,0 (0),1
451,0 (0),1
452,0 (0),1
453,0 (0),1
454,0 (0),1
455,0 (0),1
456,0 (0),1
457,0 (0),1
458,0 (0),1
459,0 (0),1
460,0 (0),1
461,0 (0),1
462,0 (0),1
463,0 (0),1
464,0 (0),1
465,0 (0),1
466,0 (0),1
467,0 (0),1
468,0 (0),1
469,0 (0),1
470,0 (0),1
471,0 (0),1
472,0 (0); 0 (0),2
473,0 (0),1
474,0 (0),1
475,0 (0),1
476,0 (0),1
477,0 (0),1
478,0 (0),1
479,0 (0),1
480,0 (0),1
481,0 (0),1
482,0 (0),1
483,0 (0),1
484,0 (0),1
485,0 (0),1
486,0 (0),1
487,0 (0),1
488,0 (0),1
489,0 (0),1
490,0 (0),1
491,0 (0),1
492,0 (0),1
493,0 (0),1
494,0 (0),1
495,0 (0),1
496,0 (0),1
497,0 (0),1
498,0 (0),1
499,0 (0),1
500,0 (0),1
501,0 (0),1
502,0 (0),1
503,0 (0),1
504,0 (0),1
505,0 (0),1
506,0 (0),1
507,0 (0),1
508,0 (0),1
509,0 (0),1
510,0 (0),1
511,0 (0),1
512,0 (0),1
513,0 (0),1
514,0 (0),1
515,0 (0),1
516,0 (0),1
517,0 (0),1
518,0 (0),1
519,0 (0),1
520,0 (0),1
521,0 (0),1
522,0 (0),1
523,0 (0),1
524,0 (0),1
525,0 (0),1
526,0 (0),1
527,0 (0),1
528,0 (0),1
529,0 (0),1
530,0 (0),1
531,0 (0),1
532,0 (0),1
533,0 (0),1
534,0 (0),1
535,0 (0),1
536,0 (0),1
537,0 (0),1
538,0 (0),1
539,0 (0),1
540,0 (0),1
541,0 (0),1
542,0 (0),1
543,0 (0),1
544,0 (0),1
545,0 (0),1
546,0 (0),1
547,0 (0),1
548,0 (0),1
549,0 (0),1
550,0 (0),1
551,0 (0),1
552,0 (0),1
553,0 (0),1
554,0 (0),1
555,0 (0),1
556,0 (0),1
557,0 (0),1
558,0 (0),1
559,0 (0),1
560,0 (0),1
561,0 (0),1
562,0 (0),1
563,0 (0),1
564,0 (0),1
565,0 (0),1
566,0 (0),1
567,0 (0),1
568,0 (0),1
569,0 (0),1
570,0 (0),1
571,0 (0),1
572,0 (0),1
573,0 (0),1
574,0 (0),1
575,0 (0),1
576,0 (0),1
577,0 (0),1
578,0 (0),1
579,0 (0),1
580,0 (0),1
581,0 (0),1
582,0 (0),1
583,,0
584,,0
585,,0
586,,0
587,,0
588,,0
589,,0
590,,0
591,,0
592,,0
593,,0
594,,0
595,,0
596,,0
597,,0
598,,0
599,,0
